p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
0.969534319,-0.111167204,0.387,0.541,1,NDUFAF3
0.969574365,-0.178624674,0.167,0.243,1,CD2BP2
0.969604367,-0.290840889,0.119,0.189,1,CWC25
0.969621812,-0.005411338,0.095,0.135,1,ACAD10
0.96962965,-0.224942888,0.131,0.189,1,SDSL
0.969677761,-0.145848878,0.054,0.108,1,MAP3K12
0.969713124,-0.122911235,0.113,0.135,1,VPS8
0.969729845,0.144924297,0.077,0.108,1,RHBDD3
0.969815701,0.495057836,0.089,0.108,1,SNTB1
0.969946295,0.715504269,0.107,0.135,1,PELI1
0.969960531,-0.078274982,0.083,0.108,1,LRRC47
0.969975615,-0.308856291,0.345,0.432,1,TTC19
0.970044309,0.18479429,0.345,0.432,1,ANKRD9
0.970134372,0.040175412,0.131,0.189,1,TSPYL5
0.970159321,-0.153466583,0.137,0.135,1,HEATR5B
0.970172515,-0.38256528,0.143,0.189,1,NHSL1
0.970526988,-0.857136312,0.06,0.108,1,RAB32
